"","Naziv_jedinice","Godina","Županija","Status","Stopa_prireza","Iznos_prireza","Broj_stanovnika","Iznos_prireza_po_stanovniku"
"778","ČEPIN",2015,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.1,1155411.5089,10940,105.613483446069
"779","ČEPIN",2016,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.1,1319465.872,10687,123.464571161224
"780","ČEPIN",2017,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.1,1105606.914392,10405,106.257271926189
"781","ČEPIN",2018,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.1,1389652.593203,10282,135.153918809862
"782","ČEPIN",2019,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.1,1614273.157555,10092,159.955723102953
"783","ČEPIN",2020,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.1,1586556.113764,9957,159.34077671628
"784","ČEPIN",2021,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.1,1594771.734378,9665,165.004835424521
"785","CERNA",2008,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,193447.63,4676,41.3703229255774
"786","CERNA",2009,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,177067.86,4677,37.8592815907633
"787","CERNA",2010,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,153321.26,4617,33.2079835390947
"788","CERNA",2011,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,170946.07,4577,37.348933799432
"789","CERNA",2012,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,174856.74,4551,38.421608437706
"790","CERNA",2013,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,169672.9666,4507,37.64654240071
"791","CERNA",2014,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,177427.9146,4456,39.8177546229802
"792","CERNA",2015,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,134415.7714,4404,30.5212923251589
"793","CERNA",2016,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,157178.4525,4282,36.7067847968239
"794","CERNA",2017,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,177543.695205,4071,43.611814100958
"795","CERNA",2018,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,201926.12192,3920,51.5117657959184
"796","CERNA",2019,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,232805.195656,3834,60.7212299572248
"797","CERNA",2020,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,222924.294768,3794,58.7570624059041
"798","CERNA",2021,"XVI VUKOVARSKO-SRIJEMSKA","OPĆINA",0.05,220395.738546,3712,59.3738519789871
"799","CERNIK",2008,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,411420.99,3690,111.496203252033
"800","CERNIK",2009,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,397285.05,3671,108.222568782348
"801","CERNIK",2010,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,341116.64,3655,93.3287660738714
"802","CERNIK",2011,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,313985.39,3606,87.073042151969
"803","CERNIK",2012,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,307534.57,3566,86.2407655636568
"804","CERNIK",2013,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,301609.554,3500,86.1741582857143
"805","CERNIK",2014,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,302781.223,3459,87.5343229257011
"806","CERNIK",2015,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,167751.2438,3362,49.8962652587745
"807","CERNIK",2016,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,219035.4218,3222,67.9811985723153
"808","CERNIK",2017,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,169347.593601,3094,54.7341931483517
"809","CERNIK",2018,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,277594.289548,2988,92.9030420174029
"810","CERNIK",2019,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,337377.829765,2932,115.06747263472
"811","CERNIK",2020,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,362193.166378,2873,126.067931214062
"812","CERNIK",2021,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,332630.654891,2964,112.223567776991
"813","CEROVLJE",2008,"XVIII ISTARSKA","OPĆINA",0.02,52602.23,1698,30.9789340400471
"814","CEROVLJE",2009,"XVIII ISTARSKA","OPĆINA",0.02,55276.73,1695,32.6116401179941
"815","CEROVLJE",2010,"XVIII ISTARSKA","OPĆINA",0.02,49991.8,1683,29.7039809863339
"816","CEROVLJE",2011,"XVIII ISTARSKA","OPĆINA",0.02,50071.45,1669,30.0008687837028
"817","CEROVLJE",2012,"XVIII ISTARSKA","OPĆINA",0.02,48539.69,1653,29.3646037507562
"818","CEROVLJE",2013,"XVIII ISTARSKA","OPĆINA",0.02,51219.0561,1638,31.269265018315
"819","CEROVLJE",2014,"XVIII ISTARSKA","OPĆINA",0.02,56700.9272,1618,35.0438363411619
"820","CEROVLJE",2015,"XVIII ISTARSKA","OPĆINA",0.02,42679.7396,1591,26.8257319924576
"821","CEROVLJE",2016,"XVIII ISTARSKA","OPĆINA",0.02,51181.8098,1566,32.6831480204342
"822","CEROVLJE",2017,"XVIII ISTARSKA","OPĆINA",0.02,53360.675554,1547,34.4930029437621
"823","CEROVLJE",2018,"XVIII ISTARSKA","OPĆINA",0.02,58575.95317,1533,38.2100151141553
"824","CEROVLJE",2019,"XVIII ISTARSKA","OPĆINA",0.02,70894.291963,1586,44.7000579842371
"825","CEROVLJE",2020,"XVIII ISTARSKA","OPĆINA",0.02,66157.240827,1574,42.0312838799238
"826","CEROVLJE",2021,"XVIII ISTARSKA","OPĆINA",0.02,61771.747319,1453,42.5132466063317
"827","CESTICA",2008,"V VARAŽDINSKA","OPĆINA",0.1,615527.96,5803,106.070646217474
"828","CESTICA",2009,"V VARAŽDINSKA","OPĆINA",0.1,537815.79,5803,92.6789229708771
"829","CESTICA",2010,"V VARAŽDINSKA","OPĆINA",0.1,479194.91,5790,82.762506044905
"830","CESTICA",2011,"V VARAŽDINSKA","OPĆINA",0.1,455121.92,5816,78.2534250343879
"831","CESTICA",2012,"V VARAŽDINSKA","OPĆINA",0.1,405959.75,5796,70.0413647342995
"832","CESTICA",2013,"V VARAŽDINSKA","OPĆINA",0.1,447326.531,5757,77.7013255167622
"833","CESTICA",2014,"V VARAŽDINSKA","OPĆINA",0.1,502004.978,5748,87.3355911621434
"834","CESTICA",2015,"V VARAŽDINSKA","OPĆINA",0.1,300962.2683,5715,52.6618142257218
"835","CESTICA",2016,"V VARAŽDINSKA","OPĆINA",0.1,403160.2481,5709,70.6183654055001
"836","CESTICA",2017,"V VARAŽDINSKA","OPĆINA",0.1,395567.406918,5675,69.7035078269604
"837","CESTICA",2018,"V VARAŽDINSKA","OPĆINA",0.1,566439.616417,5654,100.183872730279
"838","CESTICA",2019,"V VARAŽDINSKA","OPĆINA",0.1,703458.223684,5618,125.2150629555
"839","CESTICA",2020,"V VARAŽDINSKA","OPĆINA",0.1,773024.722689,5597,138.114118758085
"840","CESTICA",2021,"V VARAŽDINSKA","OPĆINA",0.1,748393.786519,5425,137.952771708571
"841","CETINGRAD",2008,"IV KARLOVAČKA","OPĆINA",0,0,2165,0
"842","CETINGRAD",2009,"IV KARLOVAČKA","OPĆINA",0,0,2126,0
"843","CETINGRAD",2010,"IV KARLOVAČKA","OPĆINA",0,0,2040,0
"844","CETINGRAD",2011,"IV KARLOVAČKA","OPĆINA",0,0,1967,0
"845","CETINGRAD",2012,"IV KARLOVAČKA","OPĆINA",0,0,1887,0
"846","CETINGRAD",2013,"IV KARLOVAČKA","OPĆINA",0,0,1817,0
"847","CETINGRAD",2014,"IV KARLOVAČKA","OPĆINA",0,0,1703,0
"848","CETINGRAD",2015,"IV KARLOVAČKA","OPĆINA",0,0,1644,0
"849","CETINGRAD",2016,"IV KARLOVAČKA","OPĆINA",0,0,1557,0
"850","CETINGRAD",2017,"IV KARLOVAČKA","OPĆINA",0,0,1465,0
"851","CETINGRAD",2018,"IV KARLOVAČKA","OPĆINA",0,0,1438,0
"852","CETINGRAD",2019,"IV KARLOVAČKA","OPĆINA",0,0,1356,0
"853","CETINGRAD",2020,"IV KARLOVAČKA","OPĆINA",0,0,1320,0
"854","CETINGRAD",2021,"IV KARLOVAČKA","OPĆINA",0,0,1491,0
"855","CISTA PROVO",2008,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,79252.08,2491,31.8153673223605
"856","CISTA PROVO",2009,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,94423.89,2427,38.9055995055624
"857","CISTA PROVO",2010,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,85235.39,2354,36.2087468139337
"858","CISTA PROVO",2011,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,78247.92,2260,34.6229734513274
"859","CISTA PROVO",2012,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,76256.97,2164,35.2388955637708
"860","CISTA PROVO",2013,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,56241.71,2115,26.5918250591017
"861","CISTA PROVO",2014,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,49783.6491,2056,24.2138371108949
"862","CISTA PROVO",2015,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,22229.1908,1992,11.1592323293173
"863","CISTA PROVO",2016,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,27459.3655,1938,14.168919246646
"864","CISTA PROVO",2017,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,32001.977449,1862,17.1868836997852
"865","CISTA PROVO",2018,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,40029.801875,1817,22.0307109933957
"866","CISTA PROVO",2019,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,43818.049991,1774,24.7001409193912
"867","CISTA PROVO",2020,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,32559.299822,1738,18.7337743509781
"868","CISTA PROVO",2021,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.03,30513.727278,1799,16.96149376209
"869","CIVLJANE",2008,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.07,3443.94,325,10.5967384615385
"870","CIVLJANE",2009,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.07,3739.35,281,13.3072953736655
"871","CIVLJANE",2010,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.07,12515.76,248,50.4667741935484
"872","CIVLJANE",2011,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.05,10952.87,216,50.7077314814815
"873","CIVLJANE",2012,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.05,7883.03,175,45.0458857142857
"874","CIVLJANE",2013,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.05,6747.6897,150,44.984598
"875","CIVLJANE",2014,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.05,6551.5129,134,48.8918873134328
"876","CIVLJANE",2015,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.05,0,130,0
"877","CIVLJANE",2016,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.05,4321.4764,133,32.4923037593985
"878","CIVLJANE",2017,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.05,1196.52836,137,8.73378364963504
"879","CIVLJANE",2018,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.05,2862.849445,137,20.8967112773723
"880","CIVLJANE",2019,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.05,7001.557614,129,54.2756404186047
"881","CIVLJANE",2020,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.05,12025.65259,134,89.7436760447761
"882","CIVLJANE",2021,"XV ŠIBENSKO-KNINSKA","OPĆINA",0.05,8803.265443,171,51.4810844619883
"883","CRES",2008,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2851,0
"884","CRES",2009,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2864,0
"885","CRES",2010,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2877,0
"886","CRES",2011,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2901,0
"887","CRES",2012,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2915,0
"888","CRES",2013,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2953,0
"889","CRES",2014,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2956,0
"890","CRES",2015,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2937,0
"891","CRES",2016,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2903,0
"892","CRES",2017,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2887,0
"893","CRES",2018,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2873,0
"894","CRES",2019,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2907,0
"895","CRES",2020,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2955,0
"896","CRES",2021,"VIII PRIMORSKO-GORANSKA","GRAD",0,0,2716,0
"897","CRIKVENICA",2008,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,3048119.86,11040,276.097813405797
"898","CRIKVENICA",2009,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,3008401.22,11037,272.574179577784
"899","CRIKVENICA",2010,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,2909473.36,11130,261.408208445642
"900","CRIKVENICA",2011,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,2511935.57,11127,225.751376831131
"901","CRIKVENICA",2012,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,2801167.98,11157,251.068206507126
"902","CRIKVENICA",2013,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,2935750.789,11160,263.060106541219
"903","CRIKVENICA",2014,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,3134975.347,11234,279.061362560085
"904","CRIKVENICA",2015,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,2703924.3663,11067,244.323155895907
"905","CRIKVENICA",2016,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,2947397.2464,10905,270.279435708391
"906","CRIKVENICA",2017,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,3388330.194887,10825,313.009717772471
"907","CRIKVENICA",2018,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,3030446.26589,10737,282.243295696191
"908","CRIKVENICA",2019,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,3345196.301065,10692,312.869089138141
"909","CRIKVENICA",2020,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,3085994.554831,10635,290.17344192111
"910","CRIKVENICA",2021,"VIII PRIMORSKO-GORANSKA","GRAD",0.1,2906417.323276,9980,291.224180688978
"911","CRNAC",2008,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1497,0
"912","CRNAC",2009,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1498,0
"913","CRNAC",2010,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1463,0
"914","CRNAC",2011,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1423,0
"915","CRNAC",2012,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1391,0
"916","CRNAC",2013,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1359,0
"917","CRNAC",2014,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1302,0
"918","CRNAC",2015,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1247,0
"919","CRNAC",2016,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1212,0
"920","CRNAC",2017,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1181,0
"921","CRNAC",2018,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1130,0
"922","CRNAC",2019,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1097,0
"923","CRNAC",2020,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1072,0
"924","CRNAC",2021,"X VIROVITIČKO-PODRAVSKA","OPĆINA",0,0,1116,0
"925","ĐAKOVO",2008,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,3447228.12,27936,123.397341065292
"926","ĐAKOVO",2009,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,3135306.56,27855,112.558124573685
"927","ĐAKOVO",2010,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,2533862.2,27792,91.1723589522165
"928","ĐAKOVO",2011,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,2766605.57,27721,99.8017953897767
"929","ĐAKOVO",2012,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,2933692.43,27659,106.066467695868
"930","ĐAKOVO",2013,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,3050966.1121,27551,110.73885202352
"931","ĐAKOVO",2014,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,2933292.8109,27238,107.69119652324
"932","ĐAKOVO",2015,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,2041538.2248,26865,75.992489290899
"933","ĐAKOVO",2016,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,2640836.7168,26433,99.9068103053002
"934","ĐAKOVO",2017,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,2223351.43876,25813,86.133012000155
"935","ĐAKOVO",2018,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,3119183.330814,25412,122.744503809775
"936","ĐAKOVO",2019,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,3664969.263599,25063,146.230270262898
"937","ĐAKOVO",2020,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,3735835.702732,24853,150.317293796805
"938","ĐAKOVO",2021,"XIV OSJEČKO-BARANJSKA","GRAD",0.1,3613025.246168,23577,153.243637704882
"939","DARDA",2008,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,440184.65,6986,63.0095405095906
"940","DARDA",2009,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,447787.59,6991,64.0520082963811
"941","DARDA",2010,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,376043.14,6912,54.4043894675926
"942","DARDA",2011,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,342888.24,6893,49.744413172784
"943","DARDA",2012,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,348199.72,6874,50.6545999418097
"944","DARDA",2013,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,352009.3771,6777,51.9417702670798
"945","DARDA",2014,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,345398.3916,6686,51.6599448997906
"946","DARDA",2015,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,183076.0885,6584,27.806210282503
"947","DARDA",2016,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,244830.1305,6383,38.3565925896914
"948","DARDA",2017,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,193240.209503,6113,31.6113544091281
"949","DARDA",2018,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,314063.651321,5976,52.554158520917
"950","DARDA",2019,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,341606.529932,5823,58.6650403455264
"951","DARDA",2020,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,321295.238704,5774,55.64517469761
"952","DARDA",2021,"XIV OSJEČKO-BARANJSKA","OPĆINA",0.05,300561.910914,5427,55.382699634052
"953","DARUVAR",2008,"VII BJELOVARSKO-BILOGORSKA","GRAD",0,0,11848,0
"954","DARUVAR",2009,"VII BJELOVARSKO-BILOGORSKA","GRAD",0,0,11777,0
"955","DARUVAR",2010,"VII BJELOVARSKO-BILOGORSKA","GRAD",0,0,11662,0
"956","DARUVAR",2011,"VII BJELOVARSKO-BILOGORSKA","GRAD",0,0,11568,0
"957","DARUVAR",2012,"VII BJELOVARSKO-BILOGORSKA","GRAD",0,0,11515,0
"958","DARUVAR",2013,"VII BJELOVARSKO-BILOGORSKA","GRAD",0,0,11430,0
"959","DARUVAR",2014,"VII BJELOVARSKO-BILOGORSKA","GRAD",0.1,1879918.2634,11280,166.659420514184
"960","DARUVAR",2015,"VII BJELOVARSKO-BILOGORSKA","GRAD",0.1,1622505.3995,11041,146.952757857078
"961","DARUVAR",2016,"VII BJELOVARSKO-BILOGORSKA","GRAD",0.1,1812185.369,10839,167.191195589999
"962","DARUVAR",2017,"VII BJELOVARSKO-BILOGORSKA","GRAD",0.1,1639950.224491,10651,153.971479156042
"963","DARUVAR",2018,"VII BJELOVARSKO-BILOGORSKA","GRAD",0.1,1826819.575322,10506,173.883454723206
"964","DARUVAR",2019,"VII BJELOVARSKO-BILOGORSKA","GRAD",0.1,2055268.13152,10371,198.174537799634
"965","DARUVAR",2020,"VII BJELOVARSKO-BILOGORSKA","GRAD",0.1,2260249.962832,10256,220.383186703588
"966","DARUVAR",2021,"VII BJELOVARSKO-BILOGORSKA","GRAD",0.1,2015214.598275,10105,199.427471378031
"967","DAVOR",2008,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,188537.35,3096,60.897076873385
"968","DAVOR",2009,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,170509.7,3081,55.3423239208049
"969","DAVOR",2010,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,158269.21,3014,52.5113503649635
"970","DAVOR",2011,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,142085.24,2992,47.4883823529412
"971","DAVOR",2012,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,121349.58,2997,40.4903503503504
"972","DAVOR",2013,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,116106.5366,2972,39.0668023553163
"973","DAVOR",2014,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,119260.5289,2947,40.4684522904649
"974","DAVOR",2015,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,79683.3608,2899,27.4864990686444
"975","DAVOR",2016,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,87250.9499,2835,30.7763491710758
"976","DAVOR",2017,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,75352.811145,2809,26.8254934656461
"977","DAVOR",2018,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,138303.418839,2729,50.6791567750092
"978","DAVOR",2019,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,173002.731283,2661,65.0141793622698
"979","DAVOR",2020,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,162770.791515,2619,62.1499776689576
"980","DAVOR",2021,"XII BRODSKO-POSAVSKA","OPĆINA",0.1,219421.835481,2529,86.7622916097272
"981","DEKANOVEC",2008,"XX MEĐIMURSKA","OPĆINA",0,0,771,0
"982","DEKANOVEC",2009,"XX MEĐIMURSKA","OPĆINA",0,0,782,0
"983","DEKANOVEC",2010,"XX MEĐIMURSKA","OPĆINA",0,0,779,0
"984","DEKANOVEC",2011,"XX MEĐIMURSKA","OPĆINA",0,0,766,0
"985","DEKANOVEC",2012,"XX MEĐIMURSKA","OPĆINA",0,0,757,0
"986","DEKANOVEC",2013,"XX MEĐIMURSKA","OPĆINA",0,0,747,0
"987","DEKANOVEC",2014,"XX MEĐIMURSKA","OPĆINA",0,0,750,0
"988","DEKANOVEC",2015,"XX MEĐIMURSKA","OPĆINA",0,0,747,0
"989","DEKANOVEC",2016,"XX MEĐIMURSKA","OPĆINA",0,0,741,0
"990","DEKANOVEC",2017,"XX MEĐIMURSKA","OPĆINA",0,0,732,0
"991","DEKANOVEC",2018,"XX MEĐIMURSKA","OPĆINA",0,0,716,0
"992","DEKANOVEC",2019,"XX MEĐIMURSKA","OPĆINA",0,0,704,0
"993","DEKANOVEC",2020,"XX MEĐIMURSKA","OPĆINA",0,0,695,0
"994","DEKANOVEC",2021,"XX MEĐIMURSKA","OPĆINA",0,0,739,0
"995","ĐELEKOVEC",2008,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1584,0
"996","ĐELEKOVEC",2009,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1552,0
"997","ĐELEKOVEC",2010,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1545,0
"998","ĐELEKOVEC",2011,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1523,0
"999","ĐELEKOVEC",2012,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1508,0
"1000","ĐELEKOVEC",2013,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1481,0
"1001","ĐELEKOVEC",2014,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1484,0
"1002","ĐELEKOVEC",2015,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1454,0
"1003","ĐELEKOVEC",2016,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1413,0
"1004","ĐELEKOVEC",2017,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1370,0
"1005","ĐELEKOVEC",2018,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1364,0
"1006","ĐELEKOVEC",2019,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1327,0
"1007","ĐELEKOVEC",2020,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1316,0
"1008","ĐELEKOVEC",2021,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,1281,0
"1009","DELNICE",2008,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,905994.18,6002,150.948713762079
"1010","DELNICE",2009,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,912612.55,5983,152.534272104296
"1011","DELNICE",2010,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,803341.46,5958,134.83408190668
"1012","DELNICE",2011,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,744821.99,5909,126.048737519039
"1013","DELNICE",2012,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,775012.77,5883,131.737679755227
"1014","DELNICE",2013,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,802743.0739,5823,137.857302747725
"1015","DELNICE",2014,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,716326.7774,5776,124.017793871191
"1016","DELNICE",2015,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,558143.3602,5693,98.0402881082031
"1017","DELNICE",2016,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,574187.7594,5586,102.790504726101
"1018","DELNICE",2017,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,503316.711355,5502,91.4788642957107
"1019","DELNICE",2018,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,590953.304775,5450,108.431799041284
"1020","DELNICE",2019,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,661395.259853,5437,121.647095797866
"1021","DELNICE",2020,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,650378.921647,5401,120.418241371413
"1022","DELNICE",2021,"VIII PRIMORSKO-GORANSKA","GRAD",0.05,568666.05,5135,110.743145082765
"1023","DESINIĆ",2008,"II KRAPINSKO-ZAGORSKA","OPĆINA",0,0,3092,0
"1024","DESINIĆ",2009,"II KRAPINSKO-ZAGORSKA","OPĆINA",0,0,3043,0
"1025","DESINIĆ",2010,"II KRAPINSKO-ZAGORSKA","OPĆINA",0,0,2968,0
"1026","DESINIĆ",2011,"II KRAPINSKO-ZAGORSKA","OPĆINA",0,0,2884,0
"1027","DESINIĆ",2012,"II KRAPINSKO-ZAGORSKA","OPĆINA",0,0,2837,0
"1028","DESINIĆ",2013,"II KRAPINSKO-ZAGORSKA","OPĆINA",0,0,2774,0
