"","Naziv_jedinice","Godina","Županija","Status","Stopa_prireza","Iznos_prireza","Broj_stanovnika","Iznos_prireza_po_stanovniku"
"4362","OPUZEN",2015,"XIX DUBROVAČKO-NERETVANSKA","GRAD",0.1,278264.8646,3186,87.3398821720025
"4363","OPUZEN",2016,"XIX DUBROVAČKO-NERETVANSKA","GRAD",0.1,271529.2099,3164,85.8183343552465
"4364","OPUZEN",2017,"XIX DUBROVAČKO-NERETVANSKA","GRAD",0.1,227423.10972,3142,72.3816389942712
"4365","OPUZEN",2018,"XIX DUBROVAČKO-NERETVANSKA","GRAD",0.1,307127.902872,3135,97.9674331330144
"4366","OPUZEN",2019,"XIX DUBROVAČKO-NERETVANSKA","GRAD",0.1,348270.100301,3111,111.947958952427
"4367","OPUZEN",2020,"XIX DUBROVAČKO-NERETVANSKA","GRAD",0.1,421851.315291,3098,136.168920365074
"4368","OPUZEN",2021,"XIX DUBROVAČKO-NERETVANSKA","GRAD",0.1,422667.625151,2838,148.931509919309
"4369","ORAHOVICA",2008,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,5405,0
"4370","ORAHOVICA",2009,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,5380,0
"4371","ORAHOVICA",2010,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,5304,0
"4372","ORAHOVICA",2011,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,5272,0
"4373","ORAHOVICA",2012,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,5195,0
"4374","ORAHOVICA",2013,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,5160,0
"4375","ORAHOVICA",2014,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,5072,0
"4376","ORAHOVICA",2015,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,4962,0
"4377","ORAHOVICA",2016,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,4844,0
"4378","ORAHOVICA",2017,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,4744,0
"4379","ORAHOVICA",2018,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,4648,0
"4380","ORAHOVICA",2019,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,4586,0
"4381","ORAHOVICA",2020,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,4498,0
"4382","ORAHOVICA",2021,"X VIROVITIČKO-PODRAVSKA","GRAD",0,0,4537,0
"4383","OREBIĆ",2008,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4098,0
"4384","OREBIĆ",2009,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4125,0
"4385","OREBIĆ",2010,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4119,0
"4386","OREBIĆ",2011,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4118,0
"4387","OREBIĆ",2012,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4079,0
"4388","OREBIĆ",2013,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4138,0
"4389","OREBIĆ",2014,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4192,0
"4390","OREBIĆ",2015,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4199,0
"4391","OREBIĆ",2016,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4200,0
"4392","OREBIĆ",2017,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4177,0
"4393","OREBIĆ",2018,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4188,0
"4394","OREBIĆ",2019,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4201,0
"4395","OREBIĆ",2020,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,4229,0
"4396","OREBIĆ",2021,"XIX DUBROVAČKO-NERETVANSKA","OPĆINA",0,0,3705,0
"4397","OREHOVICA",2008,"XX MEĐIMURSKA","OPĆINA",0,0,2655,0
"4398","OREHOVICA",2009,"XX MEĐIMURSKA","OPĆINA",0,0,2674,0
"4399","OREHOVICA",2010,"XX MEĐIMURSKA","OPĆINA",0,0,2690,0
"4400","OREHOVICA",2011,"XX MEĐIMURSKA","OPĆINA",0,0,2673,0
"4401","OREHOVICA",2012,"XX MEĐIMURSKA","OPĆINA",0,0,2677,0
"4402","OREHOVICA",2013,"XX MEĐIMURSKA","OPĆINA",0,0,2700,0
"4403","OREHOVICA",2014,"XX MEĐIMURSKA","OPĆINA",0,0,2703,0
"4404","OREHOVICA",2015,"XX MEĐIMURSKA","OPĆINA",0,0,2700,0
"4405","OREHOVICA",2016,"XX MEĐIMURSKA","OPĆINA",0,0,2833,0
"4406","OREHOVICA",2017,"XX MEĐIMURSKA","OPĆINA",0,0,2847,0
"4407","OREHOVICA",2018,"XX MEĐIMURSKA","OPĆINA",0,0,2827,0
"4408","OREHOVICA",2019,"XX MEĐIMURSKA","OPĆINA",0,0,2862,0
"4409","OREHOVICA",2020,"XX MEĐIMURSKA","OPĆINA",0,0,2805,0
"4410","OREHOVICA",2021,"XX MEĐIMURSKA","OPĆINA",0,0,2720,0
"4411","ORIOVAC",2008,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5926,0
"4412","ORIOVAC",2009,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5896,0
"4413","ORIOVAC",2010,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5843,0
"4414","ORIOVAC",2011,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5780,0
"4415","ORIOVAC",2012,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5719,0
"4416","ORIOVAC",2013,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5648,0
"4417","ORIOVAC",2014,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5539,0
"4418","ORIOVAC",2015,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5438,0
"4419","ORIOVAC",2016,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5328,0
"4420","ORIOVAC",2017,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5187,0
"4421","ORIOVAC",2018,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5122,0
"4422","ORIOVAC",2019,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,5034,0
"4423","ORIOVAC",2020,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,4937,0
"4424","ORIOVAC",2021,"XII BRODSKO-POSAVSKA","OPĆINA",0,0,4770,0
"4425","ORLE",2008,"I ZAGREBAČKA","OPĆINA",0.05,125337.17,1987,63.0785958731756
"4426","ORLE",2009,"I ZAGREBAČKA","OPĆINA",0.05,124807.94,1990,62.7175577889447
"4427","ORLE",2010,"I ZAGREBAČKA","OPĆINA",0.05,112153.1,1986,56.4718529707956
"4428","ORLE",2011,"I ZAGREBAČKA","OPĆINA",0.05,112619.37,1967,57.2543823080834
"4429","ORLE",2012,"I ZAGREBAČKA","OPĆINA",0.05,117365.47,1966,59.6975940996948
"4430","ORLE",2013,"I ZAGREBAČKA","OPĆINA",0.05,117337.9885,1957,59.9580932549821
"4431","ORLE",2014,"I ZAGREBAČKA","OPĆINA",0.05,115208.1528,1930,59.6933434196891
"4432","ORLE",2015,"I ZAGREBAČKA","OPĆINA",0.05,91291.3966,1931,47.2767460383221
"4433","ORLE",2016,"I ZAGREBAČKA","OPĆINA",0.05,86786.9964,1919,45.2251153725899
"4434","ORLE",2017,"I ZAGREBAČKA","OPĆINA",0.05,80175.533953,1864,43.0126255112661
"4435","ORLE",2018,"I ZAGREBAČKA","OPĆINA",0.05,110940.93752,1844,60.1631982212581
"4436","ORLE",2019,"I ZAGREBAČKA","OPĆINA",0.05,136257.113743,1831,74.4167742998361
"4437","ORLE",2020,"I ZAGREBAČKA","OPĆINA",0.05,135501.694498,1809,74.9041981746821
"4438","ORLE",2021,"I ZAGREBAČKA","OPĆINA",0.05,142266.073723,1765,80.6040077750708
"4439","OROSLAVJE",2008,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,6166,0
"4440","OROSLAVJE",2009,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,6143,0
"4441","OROSLAVJE",2010,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,6134,0
"4442","OROSLAVJE",2011,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,6134,0
"4443","OROSLAVJE",2012,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,6121,0
"4444","OROSLAVJE",2013,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,6116,0
"4445","OROSLAVJE",2014,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,6118,0
"4446","OROSLAVJE",2015,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,6108,0
"4447","OROSLAVJE",2016,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,6074,0
"4448","OROSLAVJE",2017,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,6046,0
"4449","OROSLAVJE",2018,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,5983,0
"4450","OROSLAVJE",2019,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,5951,0
"4451","OROSLAVJE",2020,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,5960,0
"4452","OROSLAVJE",2021,"II KRAPINSKO-ZAGORSKA","GRAD",0,0,5834,0
"4453","OSIJEK",2008,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,40158905.92,108749,369.280691500612
"4454","OSIJEK",2009,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,38920203.47,108473,358.800839563762
"4455","OSIJEK",2010,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,34637059.71,108054,320.553239213726
"4456","OSIJEK",2011,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,35242018.26,107832,326.823375806811
"4457","OSIJEK",2012,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,37038952.16,107495,344.564418438067
"4458","OSIJEK",2013,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,38196492.2596,107187,356.353776666947
"4459","OSIJEK",2014,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,37437271.1078,106610,351.160970901416
"4460","OSIJEK",2015,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,32608946.2726,105921,307.861012193994
"4461","OSIJEK",2016,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,35927251.0305,104638,343.348028732392
"4462","OSIJEK",2017,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,33389330.277504,103162,323.659198905644
"4463","OSIJEK",2018,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,38376699.291597,101911,376.570726335695
"4464","OSIJEK",2019,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,42130253.220622,101117,416.648567704956
"4465","OSIJEK",2020,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,43221002.842936,100397,430.500939698756
"4466","OSIJEK",2021,"XIV OSJEČKO-BARANJSKA","GRAD",0.13,39410875.647312,96313,409.195805834228
"4467","OTOČAC",2008,"IX LIČKO-SENJSKA","GRAD",0.05,797733,10048,79.3922173566879
"4468","OTOČAC",2009,"IX LIČKO-SENJSKA","GRAD",0.05,762519.94,9874,77.2250293700628
"4469","OTOČAC",2010,"IX LIČKO-SENJSKA","GRAD",0.05,747223.85,9792,76.3096252042484
"4470","OTOČAC",2011,"IX LIČKO-SENJSKA","GRAD",0.05,679087.12,9674,70.1971387223486
"4471","OTOČAC",2012,"IX LIČKO-SENJSKA","GRAD",0.09,998749.99,9575,104.308092950392
"4472","OTOČAC",2013,"IX LIČKO-SENJSKA","GRAD",0.09,1230956.1226,9448,130.287481223539
"4473","OTOČAC",2014,"IX LIČKO-SENJSKA","GRAD",0.09,1266649.0515,9384,134.979651694373
"4474","OTOČAC",2015,"IX LIČKO-SENJSKA","GRAD",0.09,733540.1451,9238,79.404648744317
"4475","OTOČAC",2016,"IX LIČKO-SENJSKA","GRAD",0.09,904132.0745,9144,98.8770860126859
"4476","OTOČAC",2017,"IX LIČKO-SENJSKA","GRAD",0.09,786915.891914,9023,87.2122234194835
"4477","OTOČAC",2018,"IX LIČKO-SENJSKA","GRAD",0.09,1126901.883819,8942,126.023471686312
"4478","OTOČAC",2019,"IX LIČKO-SENJSKA","GRAD",0.09,1314535.336541,8842,148.669456745193
"4479","OTOČAC",2020,"IX LIČKO-SENJSKA","GRAD",0.09,1352388.947021,8700,155.447005404713
"4480","OTOČAC",2021,"IX LIČKO-SENJSKA","GRAD",0.09,1162717.72171,8332,139.548454357897
"4481","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2008,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.1,483613.22,5478,88.2828075940124
"4482","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2009,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.1,484305.59,5475,88.4576420091324
"4483","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2010,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.1,441556.26,5475,80.6495452054795
"4484","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2011,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.1,447186.36,5426,82.415473645411
"4485","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2012,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.1,429405.58,5392,79.6375333827893
"4486","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2013,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.1,445196.686,5380,82.7503133828996
"4487","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2014,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.1,488865.044,5303,92.1865065057515
"4488","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2015,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.1,237368.1864,5253,45.1871666476299
"4489","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2016,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.1,311944.0288,5218,59.7822975852817
"4490","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2017,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.1,289839.587016,5168,56.0835114195046
"4491","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2018,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.1,442987.85844,5165,85.7672523601162
"4492","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2019,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.05,468982.245303,5190,90.3626676884393
"4493","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2020,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.05,247370.11263,5172,47.8287147389791
"4494","OTOK (SPLITSKO-DALMATINSKA ŽUPANIJA)",2021,"XVII SPLITSKO-DALMATINSKA","OPĆINA",0.05,299304.897857,4998,59.8849335448179
"4495","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2008,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,651941.7,6490,100.453266563945
"4496","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2009,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,597779.63,6425,93.0396311284047
"4497","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2010,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,565241.4,6353,88.9723595151897
"4498","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2011,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,540330.24,6308,85.6579327837666
"4499","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2012,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,535653.35,6252,85.677119321817
"4500","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2013,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,531413.059,6205,85.6427170024174
"4501","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2014,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,502775.09,6014,83.6007798470236
"4502","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2015,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,223471.3114,5836,38.2918628169979
"4503","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2016,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,334427.8826,5633,59.3694093023256
"4504","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2017,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,272384.600495,5447,50.006352211309
"4505","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2018,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,465237.644762,5238,88.8197107220313
"4506","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2019,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,574282.287146,5056,113.584313122231
"4507","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2020,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.1,627743.673684,4910,127.850035373523
"4508","OTOK (VUKOVARSKO-SRIJEMSKA ŽUPANIJA)",2021,"XVI VUKOVARSKO-SRIJEMSKA","GRAD",0.05,395423.268991,4899,80.7150987938355
"4509","OZALJ",2008,"IV KARLOVAČKA","GRAD",0.12,1511591.78,6986,216.374431720584
"4510","OZALJ",2009,"IV KARLOVAČKA","GRAD",0.12,1404682.87,6913,203.194397511934
"4511","OZALJ",2010,"IV KARLOVAČKA","GRAD",0.12,1315371.5,6843,192.221467192752
"4512","OZALJ",2011,"IV KARLOVAČKA","GRAD",0.12,1295373.07,6760,191.623235207101
"4513","OZALJ",2012,"IV KARLOVAČKA","GRAD",0.12,1506469.86,6702,224.77914950761
"4514","OZALJ",2013,"IV KARLOVAČKA","GRAD",0.12,1654580.0682,6646,248.958782455612
"4515","OZALJ",2014,"IV KARLOVAČKA","GRAD",0.12,1642960.0938,6570,250.070029497717
"4516","OZALJ",2015,"IV KARLOVAČKA","GRAD",0.12,1353457.6069,6457,209.61090396469
"4517","OZALJ",2016,"IV KARLOVAČKA","GRAD",0.12,3043416.7768,6316,481.858261051298
"4518","OZALJ",2017,"IV KARLOVAČKA","GRAD",0.1,2606682.599553,6244,417.469987116111
"4519","OZALJ",2018,"IV KARLOVAČKA","GRAD",0.1,1940647.277922,6138,316.169318657869
"4520","OZALJ",2019,"IV KARLOVAČKA","GRAD",0.1,3548991.569576,5993,592.189482659102
"4521","OZALJ",2020,"IV KARLOVAČKA","GRAD",0.1,2148326.971671,5905,363.814897827434
"4522","OZALJ",2021,"IV KARLOVAČKA","GRAD",0.1,1768579.327293,5837,302.994573803838
"4523","PAG",2008,"XIII ZADARSKA","GRAD",0,0,3893,0
"4524","PAG",2009,"XIII ZADARSKA","GRAD",0,0,3884,0
"4525","PAG",2010,"XIII ZADARSKA","GRAD",0,0,3861,0
"4526","PAG",2011,"XIII ZADARSKA","GRAD",0,0,3829,0
"4527","PAG",2012,"XIII ZADARSKA","GRAD",0,0,3824,0
"4528","PAG",2013,"XIII ZADARSKA","GRAD",0,0,3809,0
"4529","PAG",2014,"XIII ZADARSKA","GRAD",0,0,3745,0
"4530","PAG",2015,"XIII ZADARSKA","GRAD",0,0,3722,0
"4531","PAG",2016,"XIII ZADARSKA","GRAD",0,0,3700,0
"4532","PAG",2017,"XIII ZADARSKA","GRAD",0,0,3683,0
"4533","PAG",2018,"XIII ZADARSKA","GRAD",0,0,3721,0
"4534","PAG",2019,"XIII ZADARSKA","GRAD",0,0,3731,0
"4535","PAG",2020,"XIII ZADARSKA","GRAD",0,0,3751,0
"4536","PAG",2021,"XIII ZADARSKA","GRAD",0,0,3175,0
"4537","PAKOŠTANE",2008,"XIII ZADARSKA","OPĆINA",0,0,4054,0
"4538","PAKOŠTANE",2009,"XIII ZADARSKA","OPĆINA",0,0,4084,0
"4539","PAKOŠTANE",2010,"XIII ZADARSKA","OPĆINA",0,0,4127,0
"4540","PAKOŠTANE",2011,"XIII ZADARSKA","OPĆINA",0,0,4150,0
"4541","PAKOŠTANE",2012,"XIII ZADARSKA","OPĆINA",0,0,4156,0
"4542","PAKOŠTANE",2013,"XIII ZADARSKA","OPĆINA",0,0,4201,0
"4543","PAKOŠTANE",2014,"XIII ZADARSKA","OPĆINA",0,0,4214,0
"4544","PAKOŠTANE",2015,"XIII ZADARSKA","OPĆINA",0,0,4172,0
"4545","PAKOŠTANE",2016,"XIII ZADARSKA","OPĆINA",0,0,4186,0
"4546","PAKOŠTANE",2017,"XIII ZADARSKA","OPĆINA",0,0,4170,0
"4547","PAKOŠTANE",2018,"XIII ZADARSKA","OPĆINA",0,0,4216,0
"4548","PAKOŠTANE",2019,"XIII ZADARSKA","OPĆINA",0,0,4226,0
"4549","PAKOŠTANE",2020,"XIII ZADARSKA","OPĆINA",0,0,4221,0
"4550","PAKOŠTANE",2021,"XIII ZADARSKA","OPĆINA",0,0,4100,0
"4551","PAKRAC",2008,"XI POŽEŠKO-SLAVONSKA","GRAD",0,0,8783,0
"4552","PAKRAC",2009,"XI POŽEŠKO-SLAVONSKA","GRAD",0,0,8609,0
"4553","PAKRAC",2010,"XI POŽEŠKO-SLAVONSKA","GRAD",0,0,8488,0
"4554","PAKRAC",2011,"XI POŽEŠKO-SLAVONSKA","GRAD",0,0,8296,0
"4555","PAKRAC",2012,"XI POŽEŠKO-SLAVONSKA","GRAD",0,0,7960,0
"4556","PAKRAC",2013,"XI POŽEŠKO-SLAVONSKA","GRAD",0,0,7838,0
"4557","PAKRAC",2014,"XI POŽEŠKO-SLAVONSKA","GRAD",0.1,888253.306,7720,115.058718393782
"4558","PAKRAC",2015,"XI POŽEŠKO-SLAVONSKA","GRAD",0.1,738716.7195,7462,98.9971481506299
"4559","PAKRAC",2016,"XI POŽEŠKO-SLAVONSKA","GRAD",0.1,800237.3119,7263,110.179996131075
"4560","PAKRAC",2017,"XI POŽEŠKO-SLAVONSKA","GRAD",0.1,667919.632865,6895,96.8701425474982
"4561","PAKRAC",2018,"XI POŽEŠKO-SLAVONSKA","GRAD",0.1,958865.926201,6749,142.075259475626
"4562","PAKRAC",2019,"XI POŽEŠKO-SLAVONSKA","GRAD",0.1,1111146.621891,6607,168.177179036022
"4563","PAKRAC",2020,"XI POŽEŠKO-SLAVONSKA","GRAD",0.1,1169077.990109,6566,178.050257403137
"4564","PAKRAC",2021,"XI POŽEŠKO-SLAVONSKA","GRAD",0.07,732430.050592,7086,103.362976374824
"4565","PAŠMAN",2008,"XIII ZADARSKA","OPĆINA",0,0,2012,0
"4566","PAŠMAN",2009,"XIII ZADARSKA","OPĆINA",0,0,2063,0
"4567","PAŠMAN",2010,"XIII ZADARSKA","OPĆINA",0,0,2081,0
"4568","PAŠMAN",2011,"XIII ZADARSKA","OPĆINA",0,0,2131,0
"4569","PAŠMAN",2012,"XIII ZADARSKA","OPĆINA",0,0,2191,0
"4570","PAŠMAN",2013,"XIII ZADARSKA","OPĆINA",0,0,2238,0
"4571","PAŠMAN",2014,"XIII ZADARSKA","OPĆINA",0,0,2275,0
"4572","PAŠMAN",2015,"XIII ZADARSKA","OPĆINA",0,0,2276,0
"4573","PAŠMAN",2016,"XIII ZADARSKA","OPĆINA",0,0,2258,0
"4574","PAŠMAN",2017,"XIII ZADARSKA","OPĆINA",0,0,2285,0
"4575","PAŠMAN",2018,"XIII ZADARSKA","OPĆINA",0,0,2308,0
"4576","PAŠMAN",2019,"XIII ZADARSKA","OPĆINA",0,0,2317,0
"4577","PAŠMAN",2020,"XIII ZADARSKA","OPĆINA",0,0,2344,0
"4578","PAŠMAN",2021,"XIII ZADARSKA","OPĆINA",0,0,2136,0
"4579","PAZIN",2008,"XVIII ISTARSKA","GRAD",0.05,1366962,8722,156.725750974547
"4580","PAZIN",2009,"XVIII ISTARSKA","GRAD",0.05,1313501.09,8724,150.56179390188
"4581","PAZIN",2010,"XVIII ISTARSKA","GRAD",0.05,1098326.75,8645,127.047628687102
"4582","PAZIN",2011,"XVIII ISTARSKA","GRAD",0.05,1075137.29,8617,124.769326911918
"4583","PAZIN",2012,"XVIII ISTARSKA","GRAD",0.05,1079980.64,8547,126.357861237861
"4584","PAZIN",2013,"XVIII ISTARSKA","GRAD",0.05,1164827.2215,8494,137.135298033906
"4585","PAZIN",2014,"XVIII ISTARSKA","GRAD",0.09,1957185.8743,8502,230.202996271466
"4586","PAZIN",2015,"XVIII ISTARSKA","GRAD",0.09,1909403.2296,8442,226.179013219616
"4587","PAZIN",2016,"XVIII ISTARSKA","GRAD",0.09,2026871.4271,8383,241.78354134558
"4588","PAZIN",2017,"XVIII ISTARSKA","GRAD",0.09,2141047.776217,8363,256.014322159153
"4589","PAZIN",2018,"XVIII ISTARSKA","GRAD",0.09,2396650.036904,8367,286.440783662484
"4590","PAZIN",2019,"XVIII ISTARSKA","GRAD",0.09,2551669.307521,8423,302.94067523697
"4591","PAZIN",2020,"XVIII ISTARSKA","GRAD",0.09,2411410.453593,8416,286.526907508674
"4592","PAZIN",2021,"XVIII ISTARSKA","GRAD",0.09,2233715.956155,8279,269.805043623022
"4593","PERUŠIĆ",2008,"IX LIČKO-SENJSKA","OPĆINA",0,0,2789,0
"4594","PERUŠIĆ",2009,"IX LIČKO-SENJSKA","OPĆINA",0,0,2718,0
"4595","PERUŠIĆ",2010,"IX LIČKO-SENJSKA","OPĆINA",0,0,2651,0
"4596","PERUŠIĆ",2011,"IX LIČKO-SENJSKA","OPĆINA",0,0,2585,0
"4597","PERUŠIĆ",2012,"IX LIČKO-SENJSKA","OPĆINA",0,0,2498,0
"4598","PERUŠIĆ",2013,"IX LIČKO-SENJSKA","OPĆINA",0,0,2425,0
"4599","PERUŠIĆ",2014,"IX LIČKO-SENJSKA","OPĆINA",0.08,327861.6236,2343,139.932404438754
"4600","PERUŠIĆ",2015,"IX LIČKO-SENJSKA","OPĆINA",0.08,187848.3578,2249,83.5252813694975
"4601","PERUŠIĆ",2016,"IX LIČKO-SENJSKA","OPĆINA",0.08,180315.7734,2186,82.4866301006404
"4602","PERUŠIĆ",2017,"IX LIČKO-SENJSKA","OPĆINA",0.08,223497.998839,2133,104.781058996249
"4603","PERUŠIĆ",2018,"IX LIČKO-SENJSKA","OPĆINA",0.08,216694.668123,2074,104.481517899229
"4604","PERUŠIĆ",2019,"IX LIČKO-SENJSKA","OPĆINA",0.08,245752.693594,2012,122.14348588171
"4605","PERUŠIĆ",2020,"IX LIČKO-SENJSKA","OPĆINA",0.08,219957.361786,1926,114.204237687435
"4606","PERUŠIĆ",2021,"IX LIČKO-SENJSKA","OPĆINA",0.04,111153.832949,1973,56.3374723512418
"4607","PETERANEC",2008,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,2718,0
"4608","PETERANEC",2009,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,2711,0
"4609","PETERANEC",2010,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,2714,0
"4610","PETERANEC",2011,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,2706,0
"4611","PETERANEC",2012,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,2696,0
"4612","PETERANEC",2013,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,2715,0
"4613","PETERANEC",2014,"VI KOPRIVNIČKO-KRIŽEVAČKA","OPĆINA",0,0,2675,0
