"","Naziv_jedinice","Godina","Šifra_Ž","Županija","Status","Šifra_GO","Stopa_prireza","Objava","Datum_primjene","Iznos_prireza","Broj_stanovnika"
"829","BRINJE",2011,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",269615.9,3224
"830","BRINJE",2012,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",257829.02,3142
"831","BRINJE",2013,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",305196.941,3075
"832","BRINJE",2014,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",287695.575,3007
"833","BRINJE",2015,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",174610.8572,2927
"834","BRINJE",2016,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",186977.0702,2844
"835","BRINJE",2017,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",148848.241396,2741
"836","BRINJE",2018,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",220625.507946,2659
"837","BRINJE",2019,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",179176.627966,2579
"838","BRINJE",2020,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",163466.197962,2528
"839","BRINJE",2021,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",160533.961326,2563
"840","BRINJE",2022,9,"IX LIČKO-SENJSKA","OPĆINA","00370",0.1,"NN/03/02","01.01.2002.",NA,NA
"841","BROD MORAVICE",2002,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",NA,972
"842","BROD MORAVICE",2003,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",NA,962
"843","BROD MORAVICE",2004,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",NA,946
"844","BROD MORAVICE",2005,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",NA,935
"845","BROD MORAVICE",2006,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",NA,913
"846","BROD MORAVICE",2007,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",NA,892
"847","BROD MORAVICE",2008,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,882
"848","BROD MORAVICE",2009,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,864
"849","BROD MORAVICE",2010,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,870
"850","BROD MORAVICE",2011,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,847
"851","BROD MORAVICE",2012,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,828
"852","BROD MORAVICE",2013,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,818
"853","BROD MORAVICE",2014,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,816
"854","BROD MORAVICE",2015,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,798
"855","BROD MORAVICE",2016,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,773
"856","BROD MORAVICE",2017,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,754
"857","BROD MORAVICE",2018,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,742
"858","BROD MORAVICE",2019,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,707
"859","BROD MORAVICE",2020,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,709
"860","BROD MORAVICE",2021,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",0,663
"861","BROD MORAVICE",2022,8,"VIII PRIMORSKO-GORANSKA","OPĆINA","00388",0,"-","-",NA,NA
"862","BRODSKI STUPNIK",2002,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0,"-","-",NA,3174
"863","BRODSKI STUPNIK",2003,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",NA,3147
"864","BRODSKI STUPNIK",2004,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",NA,3126
"865","BRODSKI STUPNIK",2005,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",NA,3092
"866","BRODSKI STUPNIK",2006,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",NA,3072
"867","BRODSKI STUPNIK",2007,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",NA,3082
"868","BRODSKI STUPNIK",2008,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",247574.6,3095
"869","BRODSKI STUPNIK",2009,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",233459.11,3075
"870","BRODSKI STUPNIK",2010,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",169608.45,3038
"871","BRODSKI STUPNIK",2011,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",179977.07,3022
"872","BRODSKI STUPNIK",2012,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",206966.68,2982
"873","BRODSKI STUPNIK",2013,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",217395.8012,2931
"874","BRODSKI STUPNIK",2014,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",230965.4999,2875
"875","BRODSKI STUPNIK",2015,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",146943.1502,2766
"876","BRODSKI STUPNIK",2016,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",198817.2211,2698
"877","BRODSKI STUPNIK",2017,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",111421.068925,2608
"878","BRODSKI STUPNIK",2018,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",208555.462873,2551
"879","BRODSKI STUPNIK",2019,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",268787.182641,2476
"880","BRODSKI STUPNIK",2020,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",240744.939255,2418
"881","BRODSKI STUPNIK",2021,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",261153.199973,2357
"882","BRODSKI STUPNIK",2022,12,"XII BRODSKO-POSAVSKA","OPĆINA","00396",0.1,"NN 137/02","01.01.2003.",NA,NA
"883","BRTONIGLA",2002,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",NA,1534
"884","BRTONIGLA",2003,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",NA,1544
"885","BRTONIGLA",2004,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",NA,1570
"886","BRTONIGLA",2005,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",NA,1572
"887","BRTONIGLA",2006,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",NA,1603
"888","BRTONIGLA",2007,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",NA,1636
"889","BRTONIGLA",2008,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1635
"890","BRTONIGLA",2009,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1628
"891","BRTONIGLA",2010,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1624
"892","BRTONIGLA",2011,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1641
"893","BRTONIGLA",2012,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1625
"894","BRTONIGLA",2013,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1611
"895","BRTONIGLA",2014,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1615
"896","BRTONIGLA",2015,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1608
"897","BRTONIGLA",2016,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1615
"898","BRTONIGLA",2017,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1616
"899","BRTONIGLA",2018,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1642
"900","BRTONIGLA",2019,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1658
"901","BRTONIGLA",2020,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1661
"902","BRTONIGLA",2021,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",0,1523
"903","BRTONIGLA",2022,18,"XVIII ISTARSKA","OPĆINA","00400",0,"-","-",NA,NA
"904","BUDINŠČINA",2002,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",NA,2739
"905","BUDINŠČINA",2003,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",NA,2713
"906","BUDINŠČINA",2004,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",NA,2678
"907","BUDINŠČINA",2005,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",NA,2680
"908","BUDINŠČINA",2006,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",NA,2635
"909","BUDINŠČINA",2007,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",NA,2600
"910","BUDINŠČINA",2008,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2557
"911","BUDINŠČINA",2009,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2529
"912","BUDINŠČINA",2010,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2511
"913","BUDINŠČINA",2011,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2480
"914","BUDINŠČINA",2012,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2460
"915","BUDINŠČINA",2013,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2435
"916","BUDINŠČINA",2014,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2401
"917","BUDINŠČINA",2015,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2388
"918","BUDINŠČINA",2016,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2326
"919","BUDINŠČINA",2017,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2280
"920","BUDINŠČINA",2018,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2252
"921","BUDINŠČINA",2019,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2248
"922","BUDINŠČINA",2020,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2220
"923","BUDINŠČINA",2021,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",0,2182
"924","BUDINŠČINA",2022,2,"II KRAPINSKO-ZAGORSKA","OPĆINA","00418",0,"-","-",NA,NA
"925","BUJE",2002,18,"XVIII ISTARSKA","GRAD","00426",0,"-","-",NA,4969
"926","BUJE",2003,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",NA,4996
"927","BUJE",2004,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",NA,5049
"928","BUJE",2005,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",NA,5117
"929","BUJE",2006,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",NA,5121
"930","BUJE",2007,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",NA,5158
"931","BUJE",2008,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",902083.98,5208
"932","BUJE",2009,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",771587.83,5201
"933","BUJE",2010,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",652585.1,5190
"934","BUJE",2011,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",636377.96,5183
"935","BUJE",2012,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",669676.26,5111
"936","BUJE",2013,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",690110.7285,5136
"937","BUJE",2014,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",687326.9633,5120
"938","BUJE",2015,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",616506.2022,5105
"939","BUJE",2016,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",640628.6472,5039
"940","BUJE",2017,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",604901.381892,4987
"941","BUJE",2018,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",686936.354732,4919
"942","BUJE",2019,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",739472.025681,4878
"943","BUJE",2020,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",703624.975304,5086
"944","BUJE",2021,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",587875.699531,4441
"945","BUJE",2022,18,"XVIII ISTARSKA","GRAD","00426",0.06,"NN 29/03, 77/10","01.03.2003.",NA,NA
"946","BUKOVLJE",2002,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",NA,2541
"947","BUKOVLJE",2003,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",NA,2689
"948","BUKOVLJE",2004,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",NA,2799
"949","BUKOVLJE",2005,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",NA,2929
"950","BUKOVLJE",2006,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",NA,3001
"951","BUKOVLJE",2007,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",NA,3055
"952","BUKOVLJE",2008,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",138401.35,3083
"953","BUKOVLJE",2009,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",128825.1,3140
"954","BUKOVLJE",2010,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",109855.49,3108
"955","BUKOVLJE",2011,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",110262.4,3157
"956","BUKOVLJE",2012,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",110987.45,3185
"957","BUKOVLJE",2013,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",152209.9704,3202
"958","BUKOVLJE",2014,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",141163.2515,3176
"959","BUKOVLJE",2015,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",128807.3868,3181
"960","BUKOVLJE",2016,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",133156.0796,3109
"961","BUKOVLJE",2017,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",92163.344254,3019
"962","BUKOVLJE",2018,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.05,"NN 02/02","01.01.2002.",138948.261052,2967
"963","BUKOVLJE",2019,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.1,"NN 101/19","01.11.2019.",206994.462126,2937
"964","BUKOVLJE",2020,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.1,"NN 101/19","01.11.2019.",318606.107108,2899
"965","BUKOVLJE",2021,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.1,"NN 101/19","01.11.2019.",371032.415871,2727
"966","BUKOVLJE",2022,12,"XII BRODSKO-POSAVSKA","OPĆINA","05673",0.1,"NN 101/19","01.11.2019.",NA,NA
"967","BUZET",2002,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",NA,6109
"968","BUZET",2003,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",NA,6114
"969","BUZET",2004,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",NA,6101
"970","BUZET",2005,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",NA,6138
"971","BUZET",2006,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",NA,6129
"972","BUZET",2007,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",NA,6161
"973","BUZET",2008,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",0,6170
"974","BUZET",2009,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",0,6179
"975","BUZET",2010,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",0,6131
"976","BUZET",2011,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",0,6140
"977","BUZET",2012,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",0,6122
"978","BUZET",2013,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",0,6107
"979","BUZET",2014,18,"XVIII ISTARSKA","GRAD","00434",0,"-","-",0,6092
"980","BUZET",2015,18,"XVIII ISTARSKA","GRAD","00434",0.06,"NN 152/14","01.01.2015.",1003743.5812,6055
"981","BUZET",2016,18,"XVIII ISTARSKA","GRAD","00434",0.06,"NN 152/14","01.01.2015.",1038824.0302,6057
"982","BUZET",2017,18,"XVIII ISTARSKA","GRAD","00434",0.06,"NN 152/14","01.01.2015.",917344.522048,6028
"983","BUZET",2018,18,"XVIII ISTARSKA","GRAD","00434",0.06,"NN 152/14","01.01.2015.",1080986.204825,6023
"984","BUZET",2019,18,"XVIII ISTARSKA","GRAD","00434",0.06,"NN 152/14","01.01.2015.",1220010.451406,6083
"985","BUZET",2020,18,"XVIII ISTARSKA","GRAD","00434",0.06,"NN 152/14","01.01.2015.",1077700.906422,6179
"986","BUZET",2021,18,"XVIII ISTARSKA","GRAD","00434",0.06,"NN 152/14","01.01.2015.",1044073.081111,5999
"987","BUZET",2022,18,"XVIII ISTARSKA","GRAD","00434",0.06,"NN 152/14","01.01.2015.",NA,NA
"988","ČABAR",2002,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 111/01","01.01.2002.",NA,4111
"989","ČABAR",2003,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 111/01","01.01.2002.",NA,4074
"990","ČABAR",2004,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 111/01","01.01.2002.",NA,4036
"991","ČABAR",2005,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 111/01","01.01.2002.",NA,4019
"992","ČABAR",2006,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 111/01","01.01.2002.",NA,3944
"993","ČABAR",2007,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 111/01","01.01.2002.",NA,3873
"994","ČABAR",2008,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 111/01","01.01.2002.",409515.69,3857
"995","ČABAR",2009,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 111/01","01.01.2002.",389702.07,3831
"996","ČABAR",2010,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",356681,3789
"997","ČABAR",2011,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",330816.8,3734
"998","ČABAR",2012,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",329991.17,3675
"999","ČABAR",2013,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",345468.3495,3644
"1000","ČABAR",2014,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",331355.0787,3581
"1001","ČABAR",2015,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",390905.7068,3498
"1002","ČABAR",2016,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",215992.5845,3388
"1003","ČABAR",2017,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",207551.881781,3271
"1004","ČABAR",2018,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",281630.442985,3198
"1005","ČABAR",2019,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",328765.940465,3131
"1006","ČABAR",2020,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",298455.936159,3071
"1007","ČABAR",2021,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",250623.17521,3226
"1008","ČABAR",2022,8,"VIII PRIMORSKO-GORANSKA","GRAD","00558",0.05,"NN 126/09","01.01.2010.",NA,NA
"1009","ČAČINCI",2002,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",NA,3213
"1010","ČAČINCI",2003,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",NA,3197
"1011","ČAČINCI",2004,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",NA,3146
"1012","ČAČINCI",2005,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",NA,3120
"1013","ČAČINCI",2006,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",NA,3069
"1014","ČAČINCI",2007,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",NA,3012
"1015","ČAČINCI",2008,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2948
"1016","ČAČINCI",2009,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2851
"1017","ČAČINCI",2010,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2812
"1018","ČAČINCI",2011,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2753
"1019","ČAČINCI",2012,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2708
"1020","ČAČINCI",2013,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2652
"1021","ČAČINCI",2014,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2591
"1022","ČAČINCI",2015,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2515
"1023","ČAČINCI",2016,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2447
"1024","ČAČINCI",2017,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2338
"1025","ČAČINCI",2018,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2247
"1026","ČAČINCI",2019,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2160
"1027","ČAČINCI",2020,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2122
"1028","ČAČINCI",2021,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",0,2162
"1029","ČAČINCI",2022,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00566",0,"-","-",NA,NA
"1030","ČAĐAVICA",2002,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",NA,2285
"1031","ČAĐAVICA",2003,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",NA,2227
"1032","ČAĐAVICA",2004,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",NA,2199
"1033","ČAĐAVICA",2005,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",NA,2184
"1034","ČAĐAVICA",2006,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",NA,2148
"1035","ČAĐAVICA",2007,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",NA,2111
"1036","ČAĐAVICA",2008,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,2072
"1037","ČAĐAVICA",2009,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,2051
"1038","ČAĐAVICA",2010,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,2010
"1039","ČAĐAVICA",2011,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,1976
"1040","ČAĐAVICA",2012,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,1944
"1041","ČAĐAVICA",2013,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,1916
"1042","ČAĐAVICA",2014,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,1888
"1043","ČAĐAVICA",2015,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,1827
"1044","ČAĐAVICA",2016,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,1777
"1045","ČAĐAVICA",2017,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,1741
"1046","ČAĐAVICA",2018,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,1688
"1047","ČAĐAVICA",2019,10,"X VIROVITIČKO-PODRAVSKA","OPĆINA","00574",0,"-","-",0,1633
